ES7100302053091234567895;1449.38
ES8478551013190308155822;655.53
ES6000491500051234567892;507.43
ES6222876109410961898583;4343.02
ES7100302053091234567895;2164.6
ES7100302053091234567895;91.44
ES1720852066623456789011;18.38
ES7744856326943449064203;503.82
ES1659435262029590044995;1173.2
ES6621000418401234567891;776.89
ES1720852066623456789011;3181.22
ES9166280840164982059855;449.6
ES1720852066623456789011;2424.42
ES6621000418401234567891;890.25
ES1224397529559624705140;705.78
ES3636145657471415292161;2717.97
ES1659435262029590044995;477.58
ES4065919740381556721783;212.59
ES1915209931764206681322;201.88
ES7100302053091234567895;1339.81
ES7744856326943449064203;1315.18
ES7909335560528303082335;2491.08
ES1720852066623456789011;2140.58
ES1961777240584850916286;1765.98
ES7100302053091234567895;1235.01
ES1720852066623456789011;628.71
ES9820385778983000760236;4119.51
ES9680182384560333326468;1878.18
ES7143362552398206142131;450.35
ES6541048338612139135687;3761.86
ES9680182384560333326468;1129.23
ES2783097662510123507583;21.07
ES6541048338612139135687;1934.5
ES6541048338612139135687;3157.01
ES1915209931764206681322;648.02
ES7143362552398206142131;1171.32
ES9000246912501234567891;398.19
ES1961777240584850916286;2415.78
ES0447532119018655382430;1198.38
ES1915209931764206681322;505.07
ES1961777240584850916286;3317.59
ES1659435262029590044995;1329.44
ES9166280840164982059855;2614.36
ES8478551013190308155822;3954.61
ES7909335560528303082335;84.73
ES6222876109410961898583;739.87
ES2783097662510123507583;434.31
ES0447532119018655382430;2388.33
ES9420805801101234567891;221.27
ES5773080423306350913529;1100.85
ES7744856326943449064203;986.07
ES3651804185014114494870;751.83
ES6541048338612139135687;285.35
ES9000246912501234567891;546.67
ES7100302053091234567895;2506.81
ES1033878296295191603012;681.17
ES4065919740381556721783;3305.6
ES7100302053091234567895;553.82
ES4065919740381556721783;102.75
ES7744856326943449064203;2279.41
ES1915209931764206681322;2476.16
ES6541048338612139135687;7.53
ES7100302053091234567895;1123.26
ES7744856326943449064203;1615.2
ES9820385778983000760236;427.94
ES6000491500051234567892;126.97
ES9680182384560333326468;809.19
ES5773080423306350913529;3825.89
ES0447532119018655382430;132.94
ES7744856326943449064203;0.57
ES1224397529559624705140;373.88
ES9000246912501234567891;207.5
ES2783097662510123507583;154.97
ES1659435262029590044995;79.75
ES0447532119018655382430;11.9
ES7100302053091234567895;2646.02
ES2783097662510123507583;599.74
ES1033878296295191603012;108.89
ES3651804185014114494870;3066.09
ES1224397529559624705140;172.63
ES1659435262029590044995;813.13
ES2658457036254975525758;832.98
ES1224397529559624705140;1120.23
ES1720852066623456789011;1054.7
ES6621000418401234567891;2408.89
ES1224397529559624705140;1708.81
ES1000492352082414205416;513.87
ES7909335560528303082335;764.77
ES6621000418401234567891;38.23
ES1033878296295191603012;2332.87
ES9420805801101234567891;208.79
ES3651804185014114494870;891.74
ES1033878296295191603012;3809.69
ES9680182384560333326468;431.56
ES9820385778983000760236;786.29
ES1033878296295191603012;249.55
ES6000491500051234567892;2029.73
ES0447532119018655382430;454.77
ES3542481685541769075492;103.18
ES6222876109410961898583;1916.13
ES1915209931764206681322;3180.55
ES9000246912501234567891;8.92
ES5773080423306350913529;208.7
ES9166280840164982059855;975.9
ES1720852066623456789011;543.5
ES9166280840164982059855;33.2
ES8478551013190308155822;2649.7
ES1224397529559624705140;419.37
ES0447532119018655382430;1267.26
ES0447532119018655382430;1271.47
ES6222876109410961898583;2892.8
ES3542481685541769075492;597.3
ES3651804185014114494870;1664.32
ES7100302053091234567895;1951.31
ES6222876109410961898583;2023.85
ES7744856326943449064203;872.18
ES3636145657471415292161;1318.33
ES1224397529559624705140;2350.0
ES3636145657471415292161;2672.0
ES9166280840164982059855;2059.69
ES3542481685541769075492;1726.43
ES1224397529559624705140;2655.06
ES3542481685541769075492;1974.8
ES7100302053091234567895;1286.12
ES1033878296295191603012;583.87
ES5773080423306350913529;67.39
ES8478551013190308155822;37.84
ES7100302053091234567895;1706.65
ES7100302053091234567895;1081.65
ES3542481685541769075492;512.05
ES8478551013190308155822;2753.83
ES6541048338612139135687;2227.82
ES7744856326943449064203;362.71
ES6000491500051234567892;444.51
ES9166280840164982059855;87.58
ES8478551013190308155822;418.07
ES1659435262029590044995;1255.28
ES1659435262029590044995;555.48
ES6222876109410961898583;73.86
ES5773080423306350913529;804.4
ES6000491500051234567892;476.72
ES1659435262029590044995;3079.18
ES6000491500051234567892;647.03
ES9734594238987441140947;91.14
ES8478551013190308155822;272.99
ES9420805801101234567891;963.04
ES3542481685541769075492;40.1
ES9420805801101234567891;3150.31
ES4065919740381556721783;2790.94
ES1961777240584850916286;836.19
ES9820385778983000760236;3705.69
ES3636145657471415292161;380.88
ES1224397529559624705140;1403.82
ES6000491500051234567892;2486.14
ES4065919740381556721783;339.55
ES7744856326943449064203;2535.43
ES7143362552398206142131;881.66
ES6541048338612139135687;53.93
ES3651804185014114494870;1374.99
ES2658457036254975525758;723.94
ES9680182384560333326468;3825.64
ES9420805801101234567891;1390.64
ES1659435262029590044995;1410.06
ES0447532119018655382430;2092.48
ES6621000418401234567891;346.48
ES9000246912501234567891;534.43
ES1961777240584850916286;952.83
ES2658457036254975525758;1599.53
ES9000246912501234567891;159.46
ES9000246912501234567891;1419.78
ES8478551013190308155822;1720.55
ES9166280840164982059855;132.24
ES2658457036254975525758;4335.4
ES3651804185014114494870;117.23
ES0447532119018655382430;2328.35
ES1961777240584850916286;439.14
ES3636145657471415292161;19.09
ES8478551013190308155822;2046.21
ES6541048338612139135687;1446.77
ES3542481685541769075492;661.48
ES3636145657471415292161;180.54
ES9166280840164982059855;424.17
ES1033878296295191603012;568.56
ES7143362552398206142131;1429.53
ES0447532119018655382430;3900.73
ES9820385778983000760236;233.58
ES9000246912501234567891;1087.56
ES7909335560528303082335;6.52
ES9820385778983000760236;2384.5
ES6621000418401234567891;1065.26
ES9680182384560333326468;1415.54
ES5773080423306350913529;1231.82
ES7909335560528303082335;412.1
ES1224397529559624705140;358.52
ES1000492352082414205416;18.59
ES9166280840164982059855;322.88
ES1720852066623456789011;72.2
ES1720852066623456789011;0.63
ES9000246912501234567891;1068.44
ES6000491500051234567892;2279.23
ES0447532119018655382430;3514.44
ES1224397529559624705140;233.92
ES6541048338612139135687;91.93
ES6541048338612139135687;75.04
ES2658457036254975525758;495.75
ES2783097662510123507583;170.92
ES9166280840164982059855;375.52
ES6621000418401234567891;1233.6
ES1659435262029590044995;625.57
ES7909335560528303082335;177.93
ES9680182384560333326468;715.52
ES7100302053091234567895;2151.96
ES7744856326943449064203;548.73
ES7909335560528303082335;1047.4
ES1033878296295191603012;1498.22
ES3636145657471415292161;19.44
ES6621000418401234567891;235.14
ES6000491500051234567892;3258.06
ES6541048338612139135687;1324.67
ES1000492352082414205416;313.2
ES2783097662510123507583;1335.92
ES6000491500051234567892;130.66
ES6621000418401234567891;2017.12
ES7909335560528303082335;3172.66
ES1033878296295191603012;2536.58
ES0447532119018655382430;145.01
ES6222876109410961898583;3687.36
ES6000491500051234567892;1108.72
ES3651804185014114494870;124.46
ES0447532119018655382430;689.35
ES8478551013190308155822;208.74
ES9166280840164982059855;207.89
ES5773080423306350913529;339.3
ES6621000418401234567891;1338.15
ES7909335560528303082335;72.6
ES2783097662510123507583;354.87
ES7100302053091234567895;2146.27
ES5773080423306350913529;1455.03
ES7100302053091234567895;3053.45
ES9000246912501234567891;4127.17
ES4065919740381556721783;112.8
ES7100302053091234567895;631.53
ES8478551013190308155822;684.84
ES3651804185014114494870;617.53
ES3542481685541769075492;3311.33
ES6621000418401234567891;1310.24
ES2658457036254975525758;4189.82
ES4065919740381556721783;3115.6
ES7744856326943449064203;45.26
ES9734594238987441140947;208.19
ES2783097662510123507583;1552.51
ES2783097662510123507583;90.33
ES6541048338612139135687;1823.21
ES9420805801101234567891;78.72
ES9734594238987441140947;780.42
ES6000491500051234567892;1095.14
ES7909335560528303082335;1090.06
ES7143362552398206142131;255.56
ES9166280840164982059855;29.13
ES9420805801101234567891;996.71
ES1224397529559624705140;232.43
ES1000492352082414205416;1592.12
ES7744856326943449064203;1192.34
ES1915209931764206681322;1303.91
ES9420805801101234567891;1397.14
ES1659435262029590044995;807.12
ES9680182384560333326468;2965.02
ES8478551013190308155822;910.66
ES2783097662510123507583;1508.43
ES6222876109410961898583;1687.03
ES8478551013190308155822;870.49
ES7100302053091234567895;1293.94
ES4065919740381556721783;641.45
ES7744856326943449064203;1262.5
ES8478551013190308155822;1644.32
ES4065919740381556721783;1950.21
ES8478551013190308155822;64.83
ES6541048338612139135687;2327.23
ES7909335560528303082335;616.0
ES5773080423306350913529;437.76
ES2658457036254975525758;300.81
ES3651804185014114494870;1843.93
ES1720852066623456789011;834.32
ES7909335560528303082335;763.57
ES2783097662510123507583;2967.48
ES9000246912501234567891;2461.52
ES6000491500051234567892;439.15
ES2783097662510123507583;3345.51
ES1033878296295191603012;924.59
ES6541048338612139135687;339.77
ES6222876109410961898583;744.22
ES0447532119018655382430;3560.0
ES9000246912501234567891;699.59
ES9820385778983000760236;3170.91
ES9420805801101234567891;1711.13
ES2658457036254975525758;965.46
ES6541048338612139135687;1745.49
ES7909335560528303082335;3281.78
ES7909335560528303082335;30.03
ES0447532119018655382430;1079.35
ES1224397529559624705140;2419.48
ES7744856326943449064203;1068.4
ES7909335560528303082335;438.82
ES9000246912501234567891;2677.15
ES1224397529559624705140;1042.16
ES1659435262029590044995;17.95
ES8478551013190308155822;36.47
ES1720852066623456789011;367.82
ES9734594238987441140947;3627.44
ES7744856326943449064203;292.77
ES9680182384560333326468;2592.69
ES5773080423306350913529;756.27
ES9420805801101234567891;706.91
ES6541048338612139135687;1096.27
ES4065919740381556721783;1584.04
ES1659435262029590044995;88.27
ES1000492352082414205416;2491.26
ES9680182384560333326468;546.11
ES1961777240584850916286;1307.89
ES1000492352082414205416;2372.68
ES1961777240584850916286;2953.18
ES1915209931764206681322;1252.85
ES9420805801101234567891;1360.47
ES9000246912501234567891;1205.66
ES3636145657471415292161;2017.48
ES9166280840164982059855;3871.51
ES4065919740381556721783;170.61
ES1915209931764206681322;33.19
ES2658457036254975525758;27.88
ES8478551013190308155822;1409.01
ES2783097662510123507583;840.82
ES9734594238987441140947;1979.07
ES4065919740381556721783;2012.76
ES1961777240584850916286;750.97
ES4065919740381556721783;556.4
ES2783097662510123507583;205.43
ES6621000418401234567891;1098.87
ES6621000418401234567891;2285.52
ES7909335560528303082335;1305.88
ES2658457036254975525758;3125.17
ES0447532119018655382430;3758.64
ES1915209931764206681322;144.07
ES7100302053091234567895;2407.95
ES1224397529559624705140;340.71
ES1224397529559624705140;1114.19
ES5773080423306350913529;513.67
ES2783097662510123507583;2663.4
ES7744856326943449064203;38.05
ES9820385778983000760236;1108.68
ES0447532119018655382430;3552.46
ES5773080423306350913529;2283.15
ES1659435262029590044995;3893.72
ES7744856326943449064203;2231.29
ES9734594238987441140947;3116.22
ES7744856326943449064203;629.66
ES7744856326943449064203;1572.75
ES3651804185014114494870;2277.61
ES1659435262029590044995;3582.53
ES9734594238987441140947;4689.6
ES5773080423306350913529;1581.39
ES7744856326943449064203;1239.64
ES8478551013190308155822;1630.92
ES1961777240584850916286;1008.44
ES9820385778983000760236;433.06
ES1659435262029590044995;2524.55
ES2658457036254975525758;1418.11
ES7909335560528303082335;4228.31
ES9820385778983000760236;2993.44
ES9000246912501234567891;1057.77
ES1000492352082414205416;4578.9
ES0447532119018655382430;479.68
ES2783097662510123507583;161.98
ES9680182384560333326468;1037.82
ES3542481685541769075492;3163.74
ES1033878296295191603012;0.26
ES9166280840164982059855;947.95
ES6222876109410961898583;646.35
ES1224397529559624705140;217.93
ES7744856326943449064203;1120.64
ES1000492352082414205416;78.45
ES9000246912501234567891;428.19
ES5773080423306350913529;903.25
ES3542481685541769075492;1408.14
ES6000491500051234567892;2410.84
ES9820385778983000760236;4104.76
ES6000491500051234567892;1160.01
ES9420805801101234567891;67.9
ES2783097662510123507583;501.61
ES9680182384560333326468;46.92
ES1915209931764206681322;693.13
ES2783097662510123507583;471.79
ES7143362552398206142131;1289.52
ES6222876109410961898583;1642.47
ES6541048338612139135687;2375.08
ES2658457036254975525758;988.3
ES9000246912501234567891;988.4
ES0447532119018655382430;159.13
ES1000492352082414205416;476.59
ES7143362552398206142131;855.59
ES6621000418401234567891;937.04
ES9420805801101234567891;2702.41
ES7909335560528303082335;584.8
ES2783097662510123507583;821.72
ES9000246912501234567891;585.13
ES1224397529559624705140;839.14
ES1000492352082414205416;379.96
ES3651804185014114494870;1593.89
ES8478551013190308155822;588.76
ES7744856326943449064203;162.96
ES9420805801101234567891;1365.32
ES6222876109410961898583;343.99
ES7909335560528303082335;321.52
ES0447532119018655382430;2023.5
ES1961777240584850916286;651.28
ES7909335560528303082335;526.87
ES3636145657471415292161;4203.26
ES6000491500051234567892;80.7
ES9000246912501234567891;956.76
ES1961777240584850916286;1158.98
ES7143362552398206142131;2446.04
ES6541048338612139135687;962.24
ES0447532119018655382430;419.15
ES1000492352082414205416;86.44
ES5773080423306350913529;357.1
ES9820385778983000760236;1618.78
ES3636145657471415292161;1229.08
ES9734594238987441140947;81.13
ES4065919740381556721783;847.16
ES7143362552398206142131;2717.77
ES1961777240584850916286;1232.35
ES7100302053091234567895;102.5
ES9166280840164982059855;764.67
ES8478551013190308155822;221.19
ES1720852066623456789011;3709.54
ES8478551013190308155822;2622.27
ES2658457036254975525758;211.9
ES1033878296295191603012;235.6
ES6000491500051234567892;2442.97
ES3542481685541769075492;34.46
ES1033878296295191603012;1587.41
ES3636145657471415292161;24.86
ES7143362552398206142131;1890.49
ES3636145657471415292161;14.85
ES8478551013190308155822;1349.96
ES1720852066623456789011;2337.35
ES2658457036254975525758;1443.98
ES9680182384560333326468;2615.61
ES4065919740381556721783;207.48
ES1659435262029590044995;685.04
ES1915209931764206681322;2247.95
ES7744856326943449064203;313.87
ES7744856326943449064203;197.75
ES5773080423306350913529;2315.8
ES9166280840164982059855;771.57
ES6222876109410961898583;3100.32
ES9000246912501234567891;1575.76
ES2783097662510123507583;1259.3
ES7100302053091234567895;1636.73
ES6222876109410961898583;4015.21
ES6000491500051234567892;556.93
ES1915209931764206681322;999.79
ES7744856326943449064203;852.49
ES7100302053091234567895;722.16
ES0447532119018655382430;1238.07
ES2783097662510123507583;516.5
ES9734594238987441140947;131.91
ES5773080423306350913529;138.55
ES2783097662510123507583;2105.05
ES7744856326943449064203;1854.52
ES6222876109410961898583;2462.63
ES6000491500051234567892;63.21
ES3651804185014114494870;3807.41
ES2783097662510123507583;379.45
ES9680182384560333326468;896.53
ES6621000418401234567891;2279.44
ES2783097662510123507583;1848.57
ES4065919740381556721783;207.81
ES1720852066623456789011;1798.8
ES1659435262029590044995;745.41
ES1659435262029590044995;445.14
ES1033878296295191603012;2451.92
ES5773080423306350913529;765.29
ES9734594238987441140947;521.83
ES9820385778983000760236;1022.91
ES3636145657471415292161;3185.52
ES1720852066623456789011;1991.12
ES9166280840164982059855;735.07
ES1659435262029590044995;2268.18
ES1659435262029590044995;2017.42
ES7744856326943449064203;922.31
ES9820385778983000760236;3265.87
ES1033878296295191603012;1640.01
ES8478551013190308155822;1838.87
ES1224397529559624705140;150.29
ES9734594238987441140947;15.76
ES2783097662510123507583;295.84
ES3542481685541769075492;2944.82
ES7100302053091234567895;612.9
ES3651804185014114494870;345.5
ES3542481685541769075492;2919.17
ES6621000418401234567891;3248.23
ES4065919740381556721783;272.66
ES7744856326943449064203;4511.14
ES6222876109410961898583;1115.4
ES1915209931764206681322;2648.15
ES3651804185014114494870;1902.02
ES7744856326943449064203;409.6
ES9820385778983000760236;37.27
ES6222876109410961898583;1339.91
ES9734594238987441140947;2066.93
ES8478551013190308155822;3790.93
ES0447532119018655382430;463.8
ES1000492352082414205416;490.41
ES6541048338612139135687;2680.71
ES6621000418401234567891;2266.8
ES6541048338612139135687;358.53
ES2783097662510123507583;26.67
ES7100302053091234567895;39.62
ES6222876109410961898583;329.57
ES6000491500051234567892;1469.16
ES3636145657471415292161;1074.32
ES2783097662510123507583;2904.35
ES2658457036254975525758;56.56
ES8478551013190308155822;1170.53
ES7744856326943449064203;849.14
ES7100302053091234567895;626.6
ES2658457036254975525758;811.31
ES9680182384560333326468;280.95
ES3651804185014114494870;2096.08
ES6541048338612139135687;1507.05
ES3542481685541769075492;61.57
ES7143362552398206142131;882.87
ES3542481685541769075492;1671.05
ES7143362552398206142131;3681.06
ES3542481685541769075492;1197.51
ES6000491500051234567892;1277.19
ES1720852066623456789011;2072.0
ES9000246912501234567891;70.88
ES9680182384560333326468;3281.45
ES7143362552398206142131;588.09
ES7744856326943449064203;535.92
ES9166280840164982059855;1190.17
ES3542481685541769075492;39.84
ES7100302053091234567895;1164.43
ES3651804185014114494870;2093.44
ES7744856326943449064203;2179.54
ES9000246912501234567891;109.74
ES3636145657471415292161;935.22
ES2783097662510123507583;1529.21
ES9734594238987441140947;2949.66
ES9734594238987441140947;172.46
ES7100302053091234567895;758.49
ES8478551013190308155822;605.58
ES8478551013190308155822;83.23
ES7744856326943449064203;133.63
ES9166280840164982059855;378.8
ES6000491500051234567892;2528.78
ES1224397529559624705140;1629.31
ES9000246912501234567891;144.01
ES2658457036254975525758;891.99
ES2658457036254975525758;296.72
ES7744856326943449064203;1436.8
ES2658457036254975525758;188.69
ES6541048338612139135687;2318.07
ES9820385778983000760236;283.11
ES1033878296295191603012;1662.66
ES2783097662510123507583;825.62
ES9166280840164982059855;5.43
ES9680182384560333326468;1128.13
ES6541048338612139135687;480.31
ES8478551013190308155822;759.27
ES5773080423306350913529;581.84
ES7909335560528303082335;400.17
ES2783097662510123507583;3738.46
ES9680182384560333326468;737.75
ES9680182384560333326468;3301.6
ES3542481685541769075492;143.62
ES8478551013190308155822;1271.93
ES7143362552398206142131;478.77
ES6000491500051234567892;1747.2
ES7100302053091234567895;2891.75
ES9680182384560333326468;1830.79
ES7100302053091234567895;178.91
ES3542481685541769075492;87.95
ES6000491500051234567892;1246.79
ES9734594238987441140947;739.62
ES1720852066623456789011;4144.21
ES9420805801101234567891;1159.32
ES7744856326943449064203;4056.43
ES6000491500051234567892;1065.12
ES1915209931764206681322;2633.21
ES2658457036254975525758;414.48
ES9000246912501234567891;1223.47
ES1961777240584850916286;515.26
ES7909335560528303082335;3969.19
ES4065919740381556721783;954.18
ES9000246912501234567891;3552.1
ES5773080423306350913529;2389.3
ES1659435262029590044995;1811.16
ES8478551013190308155822;1680.04
ES7100302053091234567895;891.23
ES0447532119018655382430;1739.6
ES0447532119018655382430;2969.89
ES9166280840164982059855;2318.4
ES9734594238987441140947;276.68
ES7744856326943449064203;2367.75
ES1033878296295191603012;636.03
ES6000491500051234567892;418.8
ES6541048338612139135687;1498.1
ES3636145657471415292161;520.74
ES7100302053091234567895;1626.11
ES9420805801101234567891;2279.82
ES9734594238987441140947;1591.18
ES9420805801101234567891;406.33
ES0447532119018655382430;1373.74
ES7100302053091234567895;1006.59
ES5773080423306350913529;473.22
ES3542481685541769075492;17.26
ES1033878296295191603012;3580.06
ES0447532119018655382430;12.34
ES1033878296295191603012;4487.85
ES1000492352082414205416;219.76
ES6541048338612139135687;2031.32
ES3542481685541769075492;1514.08
ES4065919740381556721783;164.24
ES9734594238987441140947;193.63
ES1915209931764206681322;6.8
ES9820385778983000760236;434.09
ES6000491500051234567892;160.31
ES3542481685541769075492;727.09
ES2783097662510123507583;2889.85
ES5773080423306350913529;1364.85
ES6541048338612139135687;825.13
ES6222876109410961898583;955.01
ES2658457036254975525758;588.15
ES0447532119018655382430;596.42
ES1961777240584850916286;1748.57
ES1000492352082414205416;308.54
ES7909335560528303082335;2827.71
ES1961777240584850916286;557.27
ES2658457036254975525758;2944.31
ES3651804185014114494870;785.14
ES7744856326943449064203;863.43
ES3651804185014114494870;328.97
ES7909335560528303082335;244.69
ES9680182384560333326468;565.14
ES1720852066623456789011;298.67
ES1961777240584850916286;1131.37
ES9734594238987441140947;1566.43
ES3542481685541769075492;1572.69
ES9000246912501234567891;390.07
ES7744856326943449064203;2872.32
ES1915209931764206681322;1443.08
ES0447532119018655382430;1296.61
ES1033878296295191603012;150.45
ES9820385778983000760236;1359.08
ES1033878296295191603012;976.43
ES3636145657471415292161;1660.55
ES7744856326943449064203;2042.69
ES7143362552398206142131;1005.42
ES2783097662510123507583;462.55
ES2783097662510123507583;626.97
ES6222876109410961898583;1500.97
ES3651804185014114494870;1116.09
ES3636145657471415292161;1300.65
ES6000491500051234567892;690.54
ES8478551013190308155822;68.56
ES6000491500051234567892;128.78
ES3636145657471415292161;158.1
ES7744856326943449064203;594.67
ES7100302053091234567895;1170.63
ES9734594238987441140947;1889.48
ES1961777240584850916286;909.47
ES9000246912501234567891;1084.53
ES2658457036254975525758;803.82
ES7744856326943449064203;83.21
ES6541048338612139135687;2620.45
ES9820385778983000760236;1130.37
ES6541048338612139135687;225.76
ES5773080423306350913529;1155.76
ES9000246912501234567891;3.27
ES7744856326943449064203;328.26
ES0447532119018655382430;99.86
ES8478551013190308155822;624.52
ES7744856326943449064203;732.4
ES3636145657471415292161;2844.23
ES2658457036254975525758;2432.65
ES6541048338612139135687;3747.2
ES6000491500051234567892;466.21
ES3651804185014114494870;37.89
ES5773080423306350913529;192.15
ES9420805801101234567891;246.56
ES7100302053091234567895;2719.52
ES7143362552398206142131;27.15
ES9734594238987441140947;1961.52
ES7744856326943449064203;66.9
ES4065919740381556721783;2049.12
ES1659435262029590044995;2195.5
ES9166280840164982059855;188.43
ES8478551013190308155822;925.06
ES3636145657471415292161;17.06
ES1720852066623456789011;1739.83
ES2783097662510123507583;784.81
ES7143362552398206142131;1976.9
ES8478551013190308155822;551.11
ES7744856326943449064203;1632.41
ES3636145657471415292161;815.0
ES6000491500051234567892;704.65
ES1915209931764206681322;490.2
ES9166280840164982059854;1689.49
ES1000492352082414205426;328.23
ES4065919740381556721783;2595.62
ES1915209931764206681322;4085.39
ES1000492352082414205416;164.3
ES4065919740381556721783;29.45
ES4065919740381556721783;981.74
ES0447532119018655382430;585.6
ES3651804185014114494870;371.32
ES8478551013190308155822;296.88
ES1659435262029590044995;4033.5
ES6541048338612139135687;1631.82
ES1000492352082414205416;663.87
ES2783097662510123507583;520.13
ES7143362552398206142131;466.12
ES6541048338612139135687;867.19
ES7100302053091234567895;2345.3
ES6222876109410961898583;3287.89
ES1659435262029590044995;71.25
ES7744856326943449064203;1663.85
ES7744856326943449064203;1443.9
ES9734594238987441140947;554.16
ES9000246912501234567801;746.97
ES7909335560528303082335;1245.07
ES9000246912501234567891;567.49
ES1033878296295191603012;2140.97
ES7909335560528303082335;2204.37
ES1659435262029590044995;425.55
ES0447532119018655382430;2046.14
ES5773080423306350913529;188.59
ES9680182384560333326468;557.7
ES1915209931764206681322;559.86
ES7909335560528303082335;123.85
ES0447532119018655382430;1872.04
ES6541048338612139135687;1599.78
ES9000246912501234567891;2625.45
ES3651804185014114494870;730.44
ES0447532119018655382430;371.9
ES1033878296295191603012;3197.5
ES3636145657471415292161;1065.98
ES7143362552398206142131;2309.65
ES6000491500051234567892;473.06
ES1961777240584850916286;735.71
ES6541048338612139135687;604.72
ES9420805801101234567891;3402.91
ES7909335560528303082335;1756.49
ES6222876109410961898583;1631.82
ES8478551013190308155822;3155.71
ES9420805801101234567891;112.28
ES8478551013190308155822;392.38
ES1000492352082414205416;86.32
ES6541048338612139135687;4383.47
ES3542481685541769075492;535.45
ES1033878296295191603012;3542.85
ES0447532119018655382430;2536.79
ES1000492352082414205416;3422.22
ES0447532119018655382430;1757.29
ES7909335560528303082335;2648.81
ES1033878296295191603012;996.46
ES9734594238987441140947;917.84
ES7100302053091234567895;2787.45
ES9000246912501234567891;2409.25
ES9680182384560333326468;107.99
ES8478551013190308155822;990.57
ES4065919740381556721783;8.54
ES6222876109410961898583;2285.09
ES6621000418401234567891;36.79
ES0447532119018655382430;3228.05
ES3542481685541769075492;6.66
ES3636145657471415292161;1359.01
ES3542481685541769075492;153.38
